N,P,K,temperature,humidity,ph,rainfall,season,district,soil_type,crop_price,water_availability,crop
46,145,107,27.62,66.03,6.64,187.98,Kharif,Bokaro,Clayey,1700,High,maize
140,88,100,25.31,64.33,7.8,110.57,Rabi,Dhanbad,Loamy,1500,Low,millet
139,59,101,34.14,84.83,5.52,289.26,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
0,13,77,29.89,56.23,8.47,104.52,Rabi,Bokaro,Sandy,1600,Medium,barley
54,85,10,34.29,86.03,7.79,277.35,Kharif,Hazaribagh,Sandy,3500,Low,cotton
39,29,14,26.51,30.93,5.56,269.1,Rabi,Dhanbad,Loamy,1900,Low,lentil
65,81,28,29.26,59.83,5.37,41.62,Kharif,Bokaro,Sandy,3500,Low,cotton
44,129,181,32.57,77.37,4.88,199.83,Kharif,Ranchi,Sandy,2200,Medium,groundnut
97,25,204,16.4,73.96,5.89,248.8,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
58,7,167,34.44,46.77,5.72,31.53,Rabi,Hazaribagh,Sandy,2000,Low,wheat
38,88,133,32.44,30.72,7.19,299.26,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
129,28,61,25.8,75.05,5.09,114.13,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
12,145,107,21.56,47.9,6.24,215.4,Rabi,Dhanbad,Loamy,2100,Low,chickpea
50,129,106,31.31,33.73,6.96,225.99,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
18,73,203,25.75,67.93,6.8,51.51,Kharif,Jamshedpur,Sandy,3500,Low,cotton
93,94,53,23.02,61.57,4.6,105.35,Rabi,Bokaro,Sandy,1600,Medium,barley
113,42,117,16.12,77.27,5.3,124.67,Rabi,Ranchi,Loamy,2100,Low,chickpea
13,67,163,38.17,80.81,7.78,23.85,Rabi,Ranchi,Sandy,2000,Low,wheat
115,125,10,23.3,71.8,5.35,173.0,Zaid,Bokaro,Clayey,3000,High,sugarcane
123,41,182,32.47,21.29,6.83,205.79,Rabi,Ranchi,Loamy,1900,Low,lentil
43,20,77,20.02,68.76,5.59,150.19,Zaid,Ranchi,Clayey,3000,High,sugarcane
99,74,174,36.3,66.21,7.96,25.34,Rabi,Jamshedpur,Sandy,2000,Low,wheat
97,135,186,17.49,42.08,7.97,168.84,Kharif,Dhanbad,Sandy,3500,Low,cotton
128,122,148,38.16,21.5,5.49,168.24,Kharif,Bokaro,Sandy,3500,Low,cotton
100,45,9,23.67,44.63,7.0,86.14,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
15,70,104,37.26,77.04,4.62,175.38,Zaid,Bokaro,Clayey,3000,High,sugarcane
38,92,105,31.42,26.15,6.03,288.97,Kharif,Hazaribagh,Sandy,3500,Low,cotton
106,66,151,18.82,87.94,8.14,112.2,Kharif,Hazaribagh,Sandy,3500,Low,cotton
52,40,153,28.53,76.01,7.95,106.52,Kharif,Hazaribagh,Clayey,1700,High,maize
110,42,172,38.33,84.2,5.77,176.06,Kharif,Ranchi,Clayey,1700,High,maize
81,42,191,15.74,42.31,8.39,289.13,Kharif,Bokaro,Clayey,1700,High,maize
70,43,204,19.7,29.21,4.6,296.07,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
59,64,64,32.18,45.15,7.25,153.45,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
120,100,52,36.3,54.4,5.05,74.11,Rabi,Ranchi,Loamy,2100,Low,chickpea
3,74,110,20.56,66.99,5.31,77.28,Rabi,Dhanbad,Sandy,1600,Medium,barley
125,88,122,37.19,49.93,7.6,190.22,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
100,142,139,31.03,69.29,4.65,50.61,Rabi,Jamshedpur,Loamy,1500,Low,millet
62,137,142,24.89,71.46,6.73,164.52,Kharif,Ranchi,Loamy,1800,Medium,rice
74,117,106,37.11,74.16,5.64,66.62,Kharif,Bokaro,Sandy,3500,Low,cotton
13,137,41,26.59,65.23,4.86,160.18,Rabi,Dhanbad,Loamy,2100,Low,chickpea
139,39,105,25.34,51.56,5.22,185.29,Rabi,Dhanbad,Loamy,2100,Low,chickpea
23,69,87,32.29,83.5,7.69,221.14,Kharif,Ranchi,Sandy,2200,Medium,groundnut
29,120,167,24.07,56.67,6.04,241.5,Rabi,Hazaribagh,Sandy,2000,Low,wheat
40,101,145,24.52,73.78,8.15,178.34,Rabi,Dhanbad,Loamy,2100,Low,chickpea
37,50,201,32.8,49.37,5.74,235.22,Kharif,Jamshedpur,Clayey,1700,High,maize
46,35,38,39.01,20.25,7.56,23.42,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
139,6,160,37.07,36.65,6.86,153.2,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
20,6,67,37.05,39.47,7.01,249.63,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
47,42,19,31.33,22.57,7.92,206.76,Kharif,Hazaribagh,Loamy,1800,Medium,rice
84,27,17,17.72,89.56,5.15,99.63,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
45,121,196,29.47,85.2,4.87,103.8,Rabi,Bokaro,Loamy,2100,Low,chickpea
17,114,145,16.62,52.96,4.99,260.63,Rabi,Bokaro,Sandy,1600,Medium,barley
105,139,58,32.4,62.84,4.94,224.32,Rabi,Hazaribagh,Loamy,1900,Low,lentil
123,78,114,30.22,42.15,6.6,298.61,Rabi,Bokaro,Sandy,2000,Low,wheat
127,138,191,30.8,54.48,5.22,190.63,Kharif,Bokaro,Clayey,1700,High,maize
0,35,11,26.62,75.77,7.45,78.05,Kharif,Hazaribagh,Sandy,3500,Low,cotton
105,16,90,23.74,76.42,5.35,199.37,Rabi,Bokaro,Sandy,1600,Medium,barley
17,83,81,27.67,42.67,4.52,212.03,Zaid,Bokaro,Clayey,3000,High,sugarcane
7,49,54,23.26,43.66,7.19,276.53,Rabi,Ranchi,Sandy,1600,Medium,barley
123,44,165,26.52,80.57,8.08,149.49,Kharif,Jamshedpur,Clayey,1700,High,maize
133,81,149,33.12,42.09,6.64,78.31,Kharif,Bokaro,Loamy,1800,Medium,rice
16,43,76,36.02,43.74,6.0,169.6,Rabi,Dhanbad,Loamy,1500,Low,millet
99,52,157,17.92,74.76,5.73,260.19,Rabi,Ranchi,Loamy,2100,Low,chickpea
105,27,132,36.93,46.01,7.82,104.74,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
44,33,100,34.62,74.45,8.15,144.26,Zaid,Ranchi,Clayey,3000,High,sugarcane
128,44,53,23.5,53.84,8.0,106.9,Kharif,Bokaro,Sandy,2200,Medium,groundnut
25,137,178,39.82,34.36,4.65,128.52,Kharif,Hazaribagh,Clayey,1700,High,maize
1,84,16,32.18,61.6,4.85,150.73,Rabi,Ranchi,Sandy,2000,Low,wheat
133,84,10,29.44,41.85,8.07,109.85,Rabi,Dhanbad,Sandy,2000,Low,wheat
70,141,86,34.32,66.98,5.59,64.1,Zaid,Ranchi,Clayey,3000,High,sugarcane
131,31,57,28.56,58.46,5.58,284.12,Kharif,Bokaro,Loamy,1800,Medium,rice
62,48,23,22.78,82.46,6.66,34.2,Rabi,Ranchi,Loamy,2100,Low,chickpea
12,32,103,16.34,49.85,5.22,186.91,Kharif,Hazaribagh,Sandy,2200,Medium,groundnut
91,84,90,35.44,69.9,7.18,169.38,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
33,28,183,26.71,51.89,7.24,218.86,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
59,62,41,36.53,63.19,8.15,129.78,Kharif,Bokaro,Sandy,2200,Medium,groundnut
116,129,12,16.63,27.9,6.41,256.81,Rabi,Bokaro,Loamy,1500,Low,millet
32,135,31,25.14,70.0,4.93,175.72,Rabi,Ranchi,Loamy,1500,Low,millet
136,123,107,29.76,36.7,5.47,64.53,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
16,92,58,35.35,61.37,7.64,141.9,Rabi,Bokaro,Sandy,1600,Medium,barley
60,49,174,31.74,71.76,7.35,254.29,Rabi,Ranchi,Loamy,1900,Low,lentil
118,88,147,17.44,51.17,5.73,133.62,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
97,88,131,31.12,24.3,5.37,58.9,Rabi,Hazaribagh,Sandy,2000,Low,wheat
37,43,120,28.28,47.3,6.81,74.79,Kharif,Bokaro,Loamy,1800,Medium,rice
77,116,188,39.56,44.1,4.86,22.27,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
32,80,20,24.23,58.42,4.71,216.94,Rabi,Bokaro,Sandy,1600,Medium,barley
72,12,65,25.79,61.31,7.0,219.3,Rabi,Jamshedpur,Sandy,2000,Low,wheat
111,144,59,31.56,53.24,5.25,127.69,Rabi,Bokaro,Sandy,1600,Medium,barley
39,78,176,18.14,20.81,7.09,60.32,Rabi,Jamshedpur,Sandy,1600,Medium,barley
34,26,40,31.06,49.11,6.32,240.9,Rabi,Hazaribagh,Sandy,1600,Medium,barley
46,121,135,25.6,77.4,6.04,83.21,Rabi,Jamshedpur,Sandy,1600,Medium,barley
1,132,192,20.92,55.12,6.14,172.93,Rabi,Bokaro,Loamy,2100,Low,chickpea
9,128,185,24.21,60.62,8.35,42.42,Kharif,Hazaribagh,Loamy,1800,Medium,rice
119,137,25,28.08,62.7,5.48,196.59,Zaid,Ranchi,Clayey,3000,High,sugarcane
79,18,92,28.38,20.75,6.32,273.7,Rabi,Hazaribagh,Loamy,1900,Low,lentil
107,95,80,22.23,22.47,8.19,229.84,Rabi,Hazaribagh,Loamy,1500,Low,millet
15,126,153,19.23,23.61,8.46,246.49,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
73,129,26,18.17,25.38,7.64,90.57,Kharif,Hazaribagh,Loamy,1800,Medium,rice
70,70,8,33.54,62.27,8.14,226.91,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
44,71,205,32.52,53.94,7.7,261.36,Rabi,Bokaro,Loamy,1500,Low,millet
37,44,131,33.82,48.91,6.03,204.99,Rabi,Dhanbad,Sandy,2000,Low,wheat
88,18,169,21.61,77.37,4.71,149.92,Kharif,Jamshedpur,Sandy,3500,Low,cotton
121,141,64,24.5,69.39,6.4,60.64,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
73,119,102,31.96,87.32,7.23,31.48,Kharif,Hazaribagh,Loamy,1800,Medium,rice
110,74,90,21.76,76.16,5.52,183.57,Rabi,Jamshedpur,Loamy,1500,Low,millet
49,138,91,31.94,89.53,5.75,22.96,Kharif,Ranchi,Sandy,3500,Low,cotton
3,110,30,28.13,67.98,5.91,223.07,Rabi,Bokaro,Sandy,2000,Low,wheat
8,11,163,17.3,85.7,7.13,253.93,Kharif,Hazaribagh,Sandy,3500,Low,cotton
30,27,159,18.25,65.95,8.1,178.5,Rabi,Dhanbad,Sandy,2000,Low,wheat
47,69,80,26.67,85.53,7.06,278.35,Rabi,Bokaro,Sandy,2000,Low,wheat
82,70,46,34.52,39.41,4.75,128.81,Rabi,Ranchi,Sandy,1600,Medium,barley
67,50,117,16.73,88.56,5.3,129.94,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
36,143,201,25.78,62.98,4.92,143.64,Rabi,Bokaro,Sandy,2000,Low,wheat
8,23,23,29.28,37.54,6.28,271.02,Rabi,Dhanbad,Sandy,2000,Low,wheat
9,104,73,18.79,43.09,6.07,21.04,Kharif,Jamshedpur,Loamy,1800,Medium,rice
111,108,191,34.52,74.98,6.66,20.93,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
137,96,90,32.05,48.04,7.03,288.47,Rabi,Ranchi,Sandy,2000,Low,wheat
136,92,25,36.03,73.23,5.66,76.87,Rabi,Hazaribagh,Loamy,1500,Low,millet
98,53,81,32.4,82.75,7.02,120.59,Kharif,Ranchi,Loamy,1800,Medium,rice
48,40,14,19.83,70.38,6.87,156.99,Kharif,Ranchi,Sandy,2200,Medium,groundnut
78,132,141,39.12,76.82,8.37,24.6,Rabi,Bokaro,Loamy,1900,Low,lentil
86,15,108,17.95,76.5,7.17,148.34,Kharif,Hazaribagh,Loamy,1800,Medium,rice
59,23,14,33.39,54.22,4.58,274.01,Kharif,Hazaribagh,Clayey,1700,High,maize
62,38,8,19.31,23.5,5.73,242.24,Kharif,Jamshedpur,Loamy,1800,Medium,rice
43,21,32,17.85,61.65,6.96,37.67,Rabi,Dhanbad,Loamy,2100,Low,chickpea
86,107,88,18.02,67.89,6.68,110.05,Rabi,Dhanbad,Sandy,1600,Medium,barley
44,90,21,18.02,29.89,6.16,214.96,Kharif,Hazaribagh,Loamy,1800,Medium,rice
112,67,153,16.02,27.0,7.89,191.48,Kharif,Dhanbad,Clayey,1700,High,maize
124,25,6,15.18,84.83,7.33,186.24,Kharif,Bokaro,Loamy,1800,Medium,rice
121,37,57,18.58,38.97,6.3,86.99,Rabi,Dhanbad,Sandy,1600,Medium,barley
9,51,188,27.5,86.52,7.01,239.12,Rabi,Bokaro,Loamy,2100,Low,chickpea
1,65,54,17.94,57.11,4.88,121.33,Rabi,Hazaribagh,Sandy,1600,Medium,barley
56,123,202,30.66,34.57,4.71,51.55,Rabi,Dhanbad,Loamy,1900,Low,lentil
127,50,45,31.75,23.02,7.08,99.82,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
85,121,16,17.61,23.67,6.65,64.25,Zaid,Ranchi,Clayey,3000,High,sugarcane
131,34,23,37.38,70.5,6.87,111.27,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
58,33,88,20.69,36.6,6.15,75.99,Rabi,Dhanbad,Loamy,1500,Low,millet
120,129,18,37.26,30.15,8.21,147.4,Rabi,Jamshedpur,Sandy,2000,Low,wheat
34,122,189,19.85,45.1,5.58,114.05,Rabi,Ranchi,Loamy,1500,Low,millet
15,76,39,17.78,52.59,6.17,232.9,Rabi,Dhanbad,Loamy,2100,Low,chickpea
40,48,152,39.25,79.85,4.85,259.95,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
121,123,76,15.36,49.97,7.99,89.39,Kharif,Jamshedpur,Sandy,3500,Low,cotton
56,43,151,37.46,49.24,4.68,297.56,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
108,140,105,26.98,75.86,7.79,146.68,Kharif,Dhanbad,Loamy,1800,Medium,rice
3,109,60,18.32,40.71,7.09,45.4,Rabi,Jamshedpur,Sandy,2000,Low,wheat
41,122,151,33.68,21.71,6.32,236.11,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
94,123,185,30.84,80.23,4.78,270.16,Kharif,Bokaro,Clayey,1700,High,maize
8,80,114,33.82,68.86,6.95,181.06,Rabi,Dhanbad,Loamy,1900,Low,lentil
85,19,136,38.63,67.23,8.05,51.07,Rabi,Bokaro,Sandy,2000,Low,wheat
10,98,98,19.38,59.12,4.77,218.61,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
85,66,143,17.84,53.49,8.26,182.43,Kharif,Dhanbad,Clayey,1700,High,maize
82,95,73,27.59,49.61,4.72,124.39,Kharif,Jamshedpur,Sandy,3500,Low,cotton
128,139,36,26.75,57.23,7.8,271.85,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
94,21,53,37.3,52.05,4.82,271.42,Rabi,Bokaro,Loamy,2100,Low,chickpea
27,47,75,17.8,30.36,5.1,77.19,Rabi,Ranchi,Sandy,2000,Low,wheat
106,143,38,26.85,49.41,7.45,26.02,Zaid,Dhanbad,Clayey,3000,High,sugarcane
5,64,138,31.12,48.82,5.87,200.89,Rabi,Bokaro,Sandy,2000,Low,wheat
135,145,118,26.45,59.71,8.09,105.82,Kharif,Bokaro,Sandy,2200,Medium,groundnut
123,100,78,34.24,23.31,5.91,147.66,Kharif,Dhanbad,Sandy,3500,Low,cotton
41,142,78,19.56,32.28,7.33,273.32,Rabi,Dhanbad,Loamy,2100,Low,chickpea
60,34,15,39.84,60.22,6.26,123.51,Kharif,Dhanbad,Clayey,1700,High,maize
8,86,93,18.7,51.39,8.4,169.42,Rabi,Ranchi,Loamy,1900,Low,lentil
103,132,201,18.63,52.06,5.78,21.2,Kharif,Hazaribagh,Loamy,1800,Medium,rice
84,80,126,37.4,87.87,7.52,298.34,Rabi,Dhanbad,Loamy,1900,Low,lentil
113,91,181,17.81,53.53,4.66,209.84,Rabi,Ranchi,Loamy,2100,Low,chickpea
6,107,163,36.02,51.22,4.87,35.41,Zaid,Dhanbad,Clayey,3000,High,sugarcane
134,61,205,38.39,39.45,4.59,170.76,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
131,105,54,27.26,62.22,6.55,35.69,Rabi,Bokaro,Sandy,2000,Low,wheat
37,114,99,24.65,20.85,5.88,106.26,Rabi,Jamshedpur,Sandy,1600,Medium,barley
22,60,191,37.2,71.91,6.16,143.9,Rabi,Dhanbad,Loamy,1900,Low,lentil
106,40,155,29.95,30.05,5.71,296.75,Rabi,Hazaribagh,Sandy,1600,Medium,barley
16,101,27,15.17,64.72,5.59,68.97,Rabi,Jamshedpur,Loamy,1500,Low,millet
35,56,52,35.81,40.26,6.46,250.38,Rabi,Bokaro,Loamy,2100,Low,chickpea
77,131,148,33.5,35.72,7.66,63.13,Rabi,Bokaro,Loamy,2100,Low,chickpea
31,78,111,19.48,83.48,7.08,27.96,Kharif,Bokaro,Sandy,2200,Medium,groundnut
17,97,153,27.01,50.52,5.53,212.06,Kharif,Ranchi,Sandy,2200,Medium,groundnut
131,9,71,19.07,24.1,5.78,265.93,Rabi,Dhanbad,Loamy,1500,Low,millet
41,18,74,24.03,64.54,8.32,33.64,Rabi,Bokaro,Loamy,1500,Low,millet
19,136,54,34.16,32.83,4.88,230.74,Rabi,Hazaribagh,Loamy,1900,Low,lentil
80,82,74,32.14,68.18,4.88,182.41,Rabi,Dhanbad,Loamy,1500,Low,millet
35,137,77,24.33,53.94,5.86,275.02,Kharif,Ranchi,Loamy,1800,Medium,rice
39,133,61,35.79,75.66,6.73,213.1,Kharif,Hazaribagh,Sandy,3500,Low,cotton
29,111,122,37.9,28.16,5.02,24.87,Rabi,Bokaro,Loamy,1900,Low,lentil
92,40,118,37.24,61.84,7.55,115.77,Zaid,Bokaro,Clayey,3000,High,sugarcane
30,61,37,36.42,29.97,5.41,55.1,Kharif,Dhanbad,Loamy,1800,Medium,rice
108,33,24,15.47,53.9,6.22,74.98,Rabi,Ranchi,Sandy,2000,Low,wheat
15,125,35,37.71,23.03,5.71,22.88,Rabi,Ranchi,Loamy,1900,Low,lentil
52,56,52,31.77,22.05,5.08,228.94,Rabi,Bokaro,Sandy,2000,Low,wheat
89,95,46,36.38,74.66,6.95,161.37,Rabi,Ranchi,Loamy,2100,Low,chickpea
3,140,60,32.9,87.5,5.19,231.13,Rabi,Ranchi,Sandy,2000,Low,wheat
54,134,186,26.87,68.87,5.24,208.59,Rabi,Ranchi,Sandy,2000,Low,wheat
90,102,113,20.36,35.93,4.95,295.69,Kharif,Ranchi,Clayey,1700,High,maize
28,138,39,27.4,45.29,5.65,222.2,Kharif,Ranchi,Sandy,2200,Medium,groundnut
126,34,103,22.09,62.03,5.75,293.33,Rabi,Jamshedpur,Loamy,1500,Low,millet
104,79,114,19.72,24.87,7.86,153.19,Kharif,Bokaro,Sandy,3500,Low,cotton
3,130,177,17.63,50.66,7.13,43.8,Kharif,Dhanbad,Clayey,1700,High,maize
102,31,194,38.13,88.45,4.76,293.06,Rabi,Bokaro,Sandy,1600,Medium,barley
103,36,64,35.95,70.76,5.61,219.78,Kharif,Hazaribagh,Sandy,3500,Low,cotton
69,107,96,26.9,62.22,6.12,155.67,Rabi,Bokaro,Loamy,2100,Low,chickpea
116,32,36,21.27,54.81,7.01,57.69,Kharif,Ranchi,Clayey,1700,High,maize
17,132,178,15.67,32.54,6.92,111.55,Kharif,Bokaro,Loamy,1800,Medium,rice
24,24,174,33.79,73.73,7.67,76.54,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
129,71,143,23.59,80.18,6.69,286.72,Kharif,Ranchi,Sandy,2200,Medium,groundnut
30,103,120,22.86,46.34,6.34,29.2,Rabi,Hazaribagh,Sandy,1600,Medium,barley
42,130,115,18.36,70.1,6.45,50.63,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
138,125,126,29.06,30.94,4.72,93.75,Rabi,Hazaribagh,Loamy,1900,Low,lentil
90,77,87,16.54,61.33,5.01,122.59,Rabi,Hazaribagh,Sandy,1600,Medium,barley
87,102,29,25.7,89.44,6.15,35.81,Kharif,Dhanbad,Loamy,1800,Medium,rice
60,84,156,17.12,68.16,7.98,52.05,Kharif,Dhanbad,Sandy,3500,Low,cotton
137,88,14,26.52,80.44,6.77,272.39,Kharif,Bokaro,Loamy,1800,Medium,rice
120,10,86,24.44,47.32,6.79,246.33,Kharif,Ranchi,Loamy,1800,Medium,rice
86,132,133,35.29,66.72,5.17,103.87,Kharif,Jamshedpur,Sandy,3500,Low,cotton
127,24,142,20.35,38.56,5.69,180.59,Kharif,Dhanbad,Sandy,3500,Low,cotton
23,29,156,23.42,24.71,7.7,153.08,Rabi,Dhanbad,Loamy,2100,Low,chickpea
19,82,134,35.1,50.3,6.66,76.02,Rabi,Jamshedpur,Loamy,1500,Low,millet
131,121,176,34.09,32.64,4.57,216.93,Zaid,Dhanbad,Clayey,3000,High,sugarcane
127,59,174,39.05,71.95,6.37,282.41,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
111,20,138,20.02,52.37,5.46,229.0,Rabi,Bokaro,Loamy,2100,Low,chickpea
105,86,21,30.85,79.22,5.57,100.37,Rabi,Dhanbad,Sandy,1600,Medium,barley
60,108,66,17.84,33.43,5.48,251.62,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
111,113,170,37.64,34.14,5.59,28.16,Kharif,Bokaro,Sandy,2200,Medium,groundnut
45,15,189,27.15,21.39,7.94,43.5,Rabi,Hazaribagh,Loamy,1900,Low,lentil
16,109,98,31.79,82.0,6.09,255.15,Zaid,Dhanbad,Clayey,3000,High,sugarcane
28,133,35,28.05,78.03,8.3,280.84,Kharif,Bokaro,Sandy,3500,Low,cotton
23,65,158,18.06,76.47,5.82,183.61,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
108,60,41,17.67,34.99,5.6,134.35,Kharif,Hazaribagh,Sandy,3500,Low,cotton
125,141,100,32.49,27.91,6.68,152.96,Kharif,Dhanbad,Loamy,1800,Medium,rice
37,97,126,32.89,77.5,4.58,290.71,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
13,66,69,28.82,41.65,8.33,121.6,Kharif,Ranchi,Loamy,1800,Medium,rice
60,118,104,15.2,87.25,8.21,277.02,Rabi,Bokaro,Loamy,1900,Low,lentil
60,81,58,36.49,31.22,6.26,108.81,Rabi,Jamshedpur,Sandy,2000,Low,wheat
70,25,204,38.51,52.98,6.15,255.53,Kharif,Jamshedpur,Loamy,1800,Medium,rice
41,71,134,16.66,49.46,7.42,173.36,Rabi,Bokaro,Sandy,2000,Low,wheat
7,18,169,31.04,64.11,7.66,58.11,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
78,85,152,17.06,31.05,6.57,291.51,Kharif,Dhanbad,Sandy,3500,Low,cotton
105,86,120,26.96,71.46,5.54,212.49,Rabi,Bokaro,Loamy,2100,Low,chickpea
50,26,111,24.19,47.54,6.01,253.71,Zaid,Hazaribagh,Clayey,3000,High,sugarcane
5,10,147,31.18,63.86,8.13,292.76,Kharif,Dhanbad,Sandy,3500,Low,cotton
43,17,107,30.45,62.03,5.1,288.25,Zaid,Dhanbad,Clayey,3000,High,sugarcane
30,8,188,28.15,74.14,8.21,251.63,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
57,57,53,38.65,76.94,5.56,229.0,Rabi,Jamshedpur,Sandy,2000,Low,wheat
110,57,158,20.39,77.69,7.41,73.02,Kharif,Dhanbad,Clayey,1700,High,maize
37,12,79,39.4,36.48,6.3,89.53,Rabi,Hazaribagh,Sandy,1600,Medium,barley
21,7,125,18.33,42.63,7.27,212.32,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
65,23,29,28.92,23.65,8.22,151.86,Rabi,Bokaro,Sandy,1600,Medium,barley
11,6,69,27.61,46.67,8.41,207.95,Rabi,Dhanbad,Loamy,2100,Low,chickpea
10,50,71,19.25,54.5,5.86,151.06,Rabi,Ranchi,Loamy,1900,Low,lentil
135,115,41,21.51,41.93,8.41,159.78,Rabi,Bokaro,Loamy,1500,Low,millet
110,77,72,30.32,73.31,5.56,107.64,Rabi,Dhanbad,Loamy,1500,Low,millet
125,43,147,36.33,66.02,7.69,34.9,Rabi,Dhanbad,Loamy,1500,Low,millet
58,51,14,26.76,31.45,6.37,52.49,Kharif,Jamshedpur,Loamy,1800,Medium,rice
113,96,186,29.02,52.04,4.95,221.53,Kharif,Dhanbad,Loamy,1800,Medium,rice
89,28,57,36.7,32.65,5.17,162.45,Rabi,Bokaro,Sandy,2000,Low,wheat
54,6,139,34.17,32.64,8.18,88.92,Rabi,Jamshedpur,Loamy,2100,Low,chickpea
84,11,77,32.03,67.64,6.08,185.29,Rabi,Ranchi,Sandy,2000,Low,wheat
39,12,25,26.51,69.54,6.42,195.94,Rabi,Bokaro,Loamy,1500,Low,millet
1,89,16,31.4,86.56,5.8,224.83,Rabi,Hazaribagh,Loamy,2100,Low,chickpea
54,17,169,22.07,75.87,7.48,173.2,Kharif,Hazaribagh,Clayey,1700,High,maize
23,107,70,19.45,87.55,7.96,44.97,Rabi,Dhanbad,Sandy,1600,Medium,barley
99,108,77,31.18,86.81,5.12,103.59,Kharif,Jamshedpur,Clayey,1700,High,maize
33,96,175,17.4,45.72,5.3,144.72,Zaid,Jamshedpur,Clayey,3000,High,sugarcane
68,113,28,33.91,76.77,6.96,141.55,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
10,136,92,39.33,67.35,7.09,219.82,Rabi,Jamshedpur,Sandy,2000,Low,wheat
134,26,79,26.71,25.54,7.71,104.11,Rabi,Dhanbad,Loamy,1900,Low,lentil
63,138,114,22.39,23.34,4.81,32.63,Zaid,Ranchi,Clayey,3000,High,sugarcane
108,110,29,26.62,70.42,7.75,119.53,Rabi,Hazaribagh,Loamy,1900,Low,lentil
128,9,34,33.51,52.4,7.64,256.01,Rabi,Ranchi,Sandy,2000,Low,wheat
106,81,85,29.68,51.85,7.18,194.67,Rabi,Bokaro,Sandy,2000,Low,wheat
47,59,52,16.96,88.75,5.54,208.55,Rabi,Jamshedpur,Loamy,1500,Low,millet
4,6,106,17.92,32.02,6.41,213.71,Rabi,Hazaribagh,Loamy,1900,Low,lentil
77,97,181,31.85,68.32,6.08,104.74,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
3,53,33,35.4,68.72,5.25,27.51,Kharif,Jamshedpur,Clayey,1700,High,maize
61,116,165,36.45,57.7,4.84,235.52,Kharif,Dhanbad,Clayey,1700,High,maize
108,10,34,19.15,30.67,7.31,289.88,Kharif,Jamshedpur,Sandy,2200,Medium,groundnut
115,67,56,22.37,78.06,6.07,113.48,Kharif,Ranchi,Loamy,1800,Medium,rice
106,131,193,29.47,71.18,8.5,30.36,Rabi,Jamshedpur,Sandy,1600,Medium,barley
131,129,64,32.86,56.98,6.19,108.44,Kharif,Ranchi,Sandy,2200,Medium,groundnut
106,126,34,27.37,85.73,5.89,215.3,Zaid,Ranchi,Clayey,3000,High,sugarcane
73,54,125,23.6,36.25,5.38,274.54,Kharif,Bokaro,Clayey,1700,High,maize
119,38,80,33.07,47.33,6.17,283.54,Rabi,Bokaro,Loamy,2100,Low,chickpea
41,58,77,32.27,26.03,6.43,68.52,Kharif,Dhanbad,Sandy,2200,Medium,groundnut
125,30,111,38.58,54.56,5.44,175.91,Rabi,Ranchi,Loamy,2100,Low,chickpea
66,96,178,18.97,77.96,8.08,28.95,Rabi,Ranchi,Loamy,1500,Low,millet
