N,P,K,temperature,humidity,ph,rainfall,season,district,soil_type,crop_price,water_availability,crop,fertilizer_used,soil_moisture,sunlight_hours,previous_crop
124.11,100.73,78.16,34.35,24.85,8.18,147.05,Kharif,Dhanbad,Sandy,3502.38,4.04,cotton,Urea,21.66,5.79,rice
1.28,134.19,175.72,17.86,49.11,6.5,46.09,Kharif,Dhanbad,Clayey,1700.69,3.14,maize,Compost,48.93,9.91,lentil
110.06,38.98,173.32,38.7,86.94,8.52,176.27,Kharif,Ranchi,Clayey,1699.88,4.16,maize,None,23.74,4.06,rice
0.0,135.32,42.05,27.84,40.03,8.17,96.94,Rabi,Dhanbad,Loamy,2102.08,4.24,chickpea,Urea,52.96,8.11,barley
38.75,36.95,199.2,28.27,86.35,0.0,80.73,Rabi,Dhanbad,Loamy,2100.47,2.09,chickpea,Urea,64.97,9.74,millet
42.88,88.44,175.24,16.04,47.37,5.47,106.38,Rabi,Bokaro,Loamy,1900.24,3.2,lentil,None,20.19,4.42,barley
124.01,14.41,49.83,20.66,27.96,8.82,209.19,Rabi,Ranchi,Loamy,2100.63,4.15,chickpea,DAP,74.46,7.01,millet
37.34,125.08,4.57,17.34,57.12,8.78,258.69,Kharif,Hazaribagh,Clayey,1699.81,6.37,maize,None,33.78,9.89,maize
40.58,22.37,142.73,20.28,42.79,3.5,123.57,Zaid,Ranchi,Clayey,3000.02,4.51,sugarcane,Compost,43.59,4.86,lentil
10.74,35.02,101.79,19.24,51.58,3.95,186.95,Kharif,Hazaribagh,Sandy,2198.83,2.68,groundnut,Organic,26.81,9.14,chickpea
2.42,126.21,173.82,27.19,73.25,1.29,133.08,Rabi,Dhanbad,Loamy,2098.5,4.8,chickpea,Urea,49.47,8.47,groundnut
125.84,45.02,168.15,26.04,74.66,7.9,148.15,Kharif,Jamshedpur,Clayey,1698.0,7.42,maize,DAP,51.9,3.18,barley
110.02,81.14,28.91,22.22,65.96,9.63,252.08,Rabi,Hazaribagh,Loamy,2097.22,5.83,chickpea,Compost,71.5,3.59,maize
5.55,76.03,107.01,25.7,24.68,9.71,270.33,Rabi,Dhanbad,Sandy,1598.24,5.1,barley,Compost,36.37,9.35,barley
96.68,56.58,179.16,35.98,46.66,9.31,140.11,Kharif,Hazaribagh,Loamy,1799.65,5.45,rice,Urea,35.68,7.2,rice
82.59,68.41,145.65,15.46,53.73,10.02,186.34,Kharif,Dhanbad,Clayey,1700.21,6.88,maize,DAP,73.79,8.66,sugarcane
79.85,64.95,110.66,39.26,41.56,9.85,178.04,Kharif,Ranchi,Sandy,3499.46,6.15,cotton,Urea,22.4,9.94,barley
120.35,72.89,56.16,13.33,28.34,8.71,130.27,Rabi,Dhanbad,Loamy,1895.29,5.13,lentil,Urea,47.27,8.01,groundnut
138.11,26.25,40.52,31.52,38.53,7.33,83.03,Zaid,Ranchi,Clayey,3003.15,6.14,sugarcane,Urea,78.86,4.13,lentil
115.69,131.03,136.39,16.57,44.04,4.17,87.15,Kharif,Hazaribagh,Clayey,1702.17,1.84,maize,Urea,33.92,6.94,rice
120.27,97.41,54.56,24.94,37.75,6.65,96.59,Rabi,Bokaro,Sandy,2000.89,1.0,wheat,Urea,43.03,5.39,maize
2.68,120.15,102.58,26.17,48.65,9.89,49.2,Rabi,Ranchi,Loamy,2103.81,4.31,chickpea,Organic,58.89,5.15,groundnut
69.12,83.27,168.37,31.79,21.74,6.71,137.86,Kharif,Bokaro,Clayey,1698.05,4.14,maize,None,42.62,6.85,sugarcane
21.43,71.05,45.72,26.42,73.96,3.68,130.16,Rabi,Bokaro,Sandy,2003.78,2.91,wheat,Urea,39.83,7.59,rice
49.95,108.41,53.11,37.91,21.15,4.82,116.67,Rabi,Hazaribagh,Sandy,1598.07,5.65,barley,Organic,75.34,6.61,wheat
37.2,40.39,63.49,20.69,31.61,7.02,138.15,Rabi,Bokaro,Sandy,2000.48,0.27,wheat,DAP,71.89,7.42,millet
130.12,107.8,115.16,34.51,19.68,8.25,194.36,Zaid,Bokaro,Clayey,2997.45,2.93,sugarcane,None,67.47,5.14,sugarcane
114.06,89.74,180.74,16.19,55.57,1.81,211.5,Rabi,Ranchi,Loamy,2100.03,3.03,chickpea,None,36.6,6.66,rice
118.72,71.46,120.3,23.09,23.53,11.54,273.09,Kharif,Hazaribagh,Sandy,3500.77,0.73,cotton,Compost,43.03,10.58,maize
53.52,121.61,30.48,18.25,18.37,4.8,256.09,Rabi,Jamshedpur,Loamy,2099.69,6.99,chickpea,Compost,78.28,10.4,barley
48.0,39.07,12.04,19.89,68.44,6.34,159.05,Kharif,Ranchi,Sandy,2201.43,1.28,groundnut,Urea,24.95,13.09,lentil
125.64,111.09,112.46,32.18,24.87,4.84,196.34,Zaid,Bokaro,Clayey,3000.2,2.82,sugarcane,None,68.32,9.77,sugarcane
137.9,84.51,16.47,28.94,78.93,12.17,270.48,Kharif,Bokaro,Loamy,1798.96,5.82,rice,Urea,27.93,10.28,lentil
121.17,9.99,34.39,35.76,31.51,6.81,299.87,Rabi,Jamshedpur,Sandy,1998.87,5.29,wheat,DAP,67.25,3.12,groundnut
81.97,96.77,37.38,33.0,32.53,3.94,39.38,Kharif,Dhanbad,Sandy,2201.62,1.78,groundnut,None,34.88,4.48,chickpea
49.28,102.18,126.69,19.87,44.46,7.67,102.58,Zaid,Bokaro,Clayey,2998.69,5.36,sugarcane,Urea,68.74,8.93,chickpea
56.83,125.01,201.48,32.09,37.65,6.25,48.48,Rabi,Dhanbad,Loamy,1901.83,4.58,lentil,DAP,54.48,8.61,maize
18.89,79.75,130.98,39.75,48.44,6.28,75.45,Rabi,Jamshedpur,Loamy,1502.45,8.67,millet,DAP,23.23,13.55,millet
137.04,27.26,74.56,37.11,29.38,6.47,28.73,Rabi,Dhanbad,Loamy,1896.66,4.81,lentil,None,39.19,9.33,cotton
88.24,80.31,149.61,33.77,34.23,5.29,197.91,Kharif,Jamshedpur,Loamy,1802.27,3.72,rice,Compost,76.52,8.84,wheat
111.64,98.33,17.08,32.23,46.41,7.26,152.79,Rabi,Jamshedpur,Loamy,1904.12,2.29,lentil,Compost,52.46,4.71,maize
95.39,76.96,104.45,27.69,44.96,2.87,240.08,Rabi,Bokaro,Loamy,1500.5,2.51,millet,Urea,60.66,6.55,millet
138.19,122.79,167.6,28.72,40.11,2.12,46.69,Kharif,Hazaribagh,Loamy,1801.2,2.35,rice,DAP,57.38,7.05,cotton
81.9,123.44,18.17,16.83,22.76,10.27,64.44,Zaid,Ranchi,Clayey,3002.07,6.74,sugarcane,Compost,57.46,3.54,groundnut
110.52,49.85,179.42,32.26,47.1,10.87,99.48,Rabi,Dhanbad,Sandy,1599.45,4.04,barley,Urea,29.84,4.77,groundnut
70.21,28.47,68.4,33.09,66.56,5.13,176.22,Kharif,Jamshedpur,Loamy,1800.36,5.13,rice,DAP,59.38,6.0,rice
108.95,15.07,11.98,14.51,37.71,10.24,177.87,Rabi,Hazaribagh,Loamy,2097.37,7.03,chickpea,None,55.74,4.95,lentil
90.0,100.81,111.96,19.33,38.29,4.63,294.1,Kharif,Ranchi,Clayey,1700.28,0.0,maize,DAP,73.32,7.31,chickpea
104.82,144.8,38.44,28.09,50.23,6.96,28.17,Zaid,Dhanbad,Clayey,3001.0,6.56,sugarcane,Compost,75.23,2.04,cotton
0.0,74.4,49.95,27.96,24.7,4.9,102.84,Rabi,Ranchi,Loamy,2101.03,4.11,chickpea,Compost,61.26,3.77,rice
33.67,134.2,66.51,24.1,52.75,6.73,73.27,Rabi,Dhanbad,Loamy,2102.13,4.87,chickpea,Compost,56.26,3.96,groundnut
10.83,98.36,182.92,40.03,63.47,6.62,46.61,Rabi,Dhanbad,Loamy,1898.45,2.34,lentil,None,26.06,2.63,cotton
26.91,56.69,120.49,24.11,73.7,10.57,122.79,Rabi,Ranchi,Loamy,1898.93,2.49,lentil,Compost,33.19,5.09,groundnut
138.18,70.51,146.51,35.63,25.54,7.68,209.73,Kharif,Hazaribagh,Sandy,2203.79,4.98,groundnut,None,48.07,6.01,chickpea
24.15,69.4,89.39,31.71,86.29,9.11,222.88,Kharif,Ranchi,Sandy,2199.7,8.77,groundnut,Urea,66.38,7.24,rice
27.8,113.95,37.46,21.13,74.09,10.2,44.49,Rabi,Hazaribagh,Loamy,1500.4,6.01,millet,Urea,58.52,2.39,cotton
131.32,59.71,204.0,38.56,40.05,5.37,170.39,Rabi,Jamshedpur,Loamy,2099.87,6.53,chickpea,Organic,66.23,1.47,lentil
115.27,79.68,188.97,16.92,37.74,2.57,83.79,Rabi,Ranchi,Loamy,1898.36,3.62,lentil,Organic,27.69,9.19,millet
0.0,144.01,121.4,24.44,29.65,3.24,231.38,Rabi,Jamshedpur,Loamy,1903.25,2.8,lentil,Compost,33.14,11.14,barley
14.01,45.87,61.31,35.39,88.74,8.62,39.37,Rabi,Jamshedpur,Loamy,1898.94,2.44,lentil,Organic,39.97,8.18,maize
22.59,81.37,135.54,35.01,52.72,6.32,76.06,Rabi,Jamshedpur,Loamy,1497.75,3.02,millet,DAP,22.45,10.84,millet
66.41,61.88,40.89,26.87,69.71,6.78,49.26,Kharif,Bokaro,Loamy,1799.1,0.0,rice,Urea,62.98,4.33,barley
43.51,70.38,102.86,26.36,52.57,5.97,189.85,Rabi,Ranchi,Loamy,1896.0,2.55,lentil,Compost,60.26,3.64,wheat
10.95,140.9,37.6,26.3,66.93,10.03,162.97,Rabi,Dhanbad,Loamy,2098.7,2.88,chickpea,Compost,29.1,2.94,maize
81.46,20.05,90.88,28.05,18.93,3.66,274.59,Rabi,Hazaribagh,Loamy,1898.06,3.65,lentil,None,61.43,8.24,rice
15.07,81.69,80.34,27.73,41.77,0.54,212.09,Zaid,Bokaro,Clayey,3001.23,4.26,sugarcane,Organic,76.25,4.46,lentil
49.26,145.05,110.35,27.77,63.99,7.3,187.66,Kharif,Bokaro,Clayey,1698.65,4.72,maize,Compost,56.47,7.5,barley
65.43,95.91,177.45,18.11,76.32,7.33,29.61,Rabi,Ranchi,Loamy,1501.78,3.97,millet,Urea,24.8,4.72,groundnut
53.18,85.84,64.6,25.12,74.51,7.86,98.35,Rabi,Hazaribagh,Loamy,1502.8,2.84,millet,Urea,60.12,6.71,lentil
2.36,19.12,194.0,31.31,21.39,9.06,121.38,Rabi,Hazaribagh,Loamy,1901.56,0.07,lentil,DAP,41.39,8.09,maize
15.73,41.88,76.07,34.58,46.58,8.57,168.94,Rabi,Dhanbad,Loamy,1499.57,2.85,millet,DAP,29.4,4.09,lentil
132.96,78.93,17.23,26.07,87.08,1.71,77.89,Kharif,Dhanbad,Sandy,2200.28,2.06,groundnut,Organic,24.39,5.7,sugarcane
79.32,86.09,192.75,37.62,44.43,4.98,233.95,Kharif,Hazaribagh,Clayey,1696.95,4.93,maize,DAP,76.12,9.04,sugarcane
91.86,16.5,172.34,20.59,27.7,6.83,267.05,Zaid,Jamshedpur,Clayey,2999.73,5.82,sugarcane,Urea,38.85,4.86,cotton
8.15,76.65,116.32,35.29,71.22,8.49,181.4,Rabi,Dhanbad,Loamy,1898.28,5.88,lentil,Compost,68.63,9.01,chickpea
34.81,33.81,137.92,32.37,89.86,10.38,279.42,Kharif,Jamshedpur,Clayey,1701.39,5.51,maize,None,23.22,10.35,maize
128.67,13.43,154.79,29.0,75.57,7.26,31.23,Kharif,Bokaro,Loamy,1805.15,3.73,rice,None,51.67,10.83,millet
25.16,64.45,137.74,28.92,34.13,7.02,180.93,Rabi,Dhanbad,Sandy,2001.0,2.96,wheat,Organic,74.85,3.11,maize
135.74,25.35,81.19,17.16,71.44,5.62,80.79,Rabi,Hazaribagh,Loamy,1896.02,2.51,lentil,DAP,44.81,7.69,millet
10.92,114.18,21.39,35.75,48.1,7.36,194.83,Kharif,Hazaribagh,Clayey,1699.28,0.99,maize,Organic,51.12,5.99,chickpea
84.04,108.36,87.45,15.02,71.78,5.49,110.67,Rabi,Dhanbad,Sandy,1600.24,5.98,barley,None,62.31,9.5,maize
78.69,114.61,166.91,22.91,21.71,8.27,75.8,Rabi,Hazaribagh,Loamy,1500.17,3.65,millet,Compost,29.94,11.78,millet
39.63,34.35,98.23,35.03,76.78,6.51,202.12,Rabi,Hazaribagh,Loamy,1898.54,1.51,lentil,DAP,28.64,6.04,sugarcane
19.41,107.55,70.12,18.42,89.67,5.31,44.91,Rabi,Dhanbad,Sandy,1600.49,2.35,barley,Urea,46.19,9.74,sugarcane
68.29,144.39,46.14,24.46,68.17,4.79,95.14,Rabi,Hazaribagh,Loamy,1897.51,2.27,lentil,Organic,75.86,7.21,rice
95.58,86.81,130.62,33.9,26.38,7.13,61.12,Rabi,Hazaribagh,Sandy,1998.11,4.09,wheat,Urea,71.64,8.1,sugarcane
115.91,71.2,150.01,19.59,28.53,8.59,188.48,Kharif,Dhanbad,Clayey,1701.29,6.13,maize,Urea,48.22,2.93,maize
43.95,3.95,186.73,38.23,50.87,9.62,289.6,Kharif,Ranchi,Clayey,1697.97,3.3,maize,Organic,39.2,5.6,lentil
6.36,75.06,66.39,15.98,70.61,7.98,272.48,Rabi,Ranchi,Sandy,2001.08,0.0,wheat,Organic,79.37,9.47,rice
130.8,105.66,177.02,37.89,54.97,11.51,54.25,Rabi,Bokaro,Loamy,1497.26,3.62,millet,DAP,55.36,6.78,maize
35.26,56.45,55.18,34.96,39.25,6.93,251.12,Rabi,Bokaro,Loamy,2103.53,3.69,chickpea,Organic,47.32,9.74,wheat
130.85,125.52,61.52,32.34,57.4,5.42,105.43,Kharif,Ranchi,Sandy,2198.45,3.55,groundnut,Urea,78.02,10.29,rice
59.61,119.91,143.75,18.24,33.46,5.07,228.86,Kharif,Dhanbad,Sandy,2199.55,2.75,groundnut,DAP,40.24,4.81,barley
96.9,18.82,50.81,39.54,51.26,5.32,270.24,Rabi,Bokaro,Loamy,2100.66,4.43,chickpea,DAP,20.93,10.68,barley
23.61,13.27,27.86,27.68,42.58,1.52,198.95,Zaid,Dhanbad,Clayey,2998.87,4.13,sugarcane,Organic,71.91,2.49,rice
3.63,19.99,169.86,30.7,65.05,7.29,56.49,Kharif,Jamshedpur,Sandy,2200.29,3.95,groundnut,Compost,52.48,7.01,chickpea
124.95,60.29,175.48,41.25,75.89,5.96,280.36,Rabi,Hazaribagh,Loamy,2101.15,4.83,chickpea,Urea,53.07,6.22,maize
106.44,116.26,97.14,19.66,42.74,3.07,279.46,Rabi,Hazaribagh,Sandy,1601.92,3.14,barley,None,36.32,9.15,rice
116.07,137.08,130.5,17.39,46.69,2.68,89.33,Kharif,Hazaribagh,Clayey,1701.58,3.03,maize,Urea,36.47,4.85,rice
24.01,135.59,120.22,37.03,52.88,8.17,147.1,Kharif,Ranchi,Sandy,2199.66,6.76,groundnut,Urea,34.97,7.71,barley
56.54,87.45,90.89,21.2,58.54,8.59,206.51,Kharif,Dhanbad,Loamy,1799.71,5.12,rice,None,43.78,9.65,barley
121.33,103.31,171.83,23.71,61.66,6.27,284.79,Rabi,Dhanbad,Sandy,1604.7,5.65,barley,Organic,66.58,8.75,lentil
14.38,76.35,110.76,25.43,42.93,6.68,111.59,Kharif,Hazaribagh,Sandy,3501.9,6.45,cotton,Organic,52.92,13.35,millet
115.43,65.67,195.18,25.59,62.09,6.21,25.52,Zaid,Bokaro,Clayey,2998.16,5.05,sugarcane,None,28.06,3.63,wheat
39.05,44.4,134.37,33.57,47.32,8.52,202.98,Rabi,Dhanbad,Sandy,2000.2,5.86,wheat,None,23.56,6.98,sugarcane
90.21,19.79,146.68,29.43,81.89,8.16,217.86,Rabi,Dhanbad,Loamy,1499.33,0.84,millet,Compost,49.32,3.71,lentil
6.87,49.19,85.05,17.93,35.13,2.16,250.52,Rabi,Jamshedpur,Loamy,1899.73,4.41,lentil,Urea,44.75,6.65,lentil
133.37,5.63,163.7,31.2,50.18,10.65,194.27,Rabi,Dhanbad,Sandy,1997.54,3.63,wheat,DAP,27.19,5.94,maize
83.16,16.13,76.97,21.12,50.78,6.22,138.86,Kharif,Dhanbad,Loamy,1799.18,7.36,rice,Compost,32.4,5.79,millet
67.72,97.29,179.34,22.6,67.63,5.18,66.77,Kharif,Hazaribagh,Loamy,1803.62,5.86,rice,Urea,71.88,8.81,maize
68.28,46.17,179.64,19.21,82.72,5.42,83.9,Kharif,Jamshedpur,Sandy,3501.16,2.74,cotton,Urea,41.18,5.8,sugarcane
127.85,35.03,21.6,33.5,73.07,7.66,111.03,Kharif,Dhanbad,Sandy,2195.02,4.75,groundnut,Compost,45.05,11.66,groundnut
41.39,79.64,41.32,19.56,73.94,4.89,289.64,Rabi,Dhanbad,Loamy,1902.43,4.34,lentil,Compost,31.23,9.1,sugarcane
35.85,107.65,22.21,15.37,61.7,7.77,228.47,Kharif,Dhanbad,Clayey,1702.18,4.91,maize,DAP,31.35,10.77,millet
46.85,40.93,19.3,30.0,21.88,7.23,206.7,Kharif,Hazaribagh,Loamy,1799.28,1.96,rice,Urea,27.57,6.55,cotton
140.95,97.68,87.18,30.24,48.13,5.36,288.81,Rabi,Ranchi,Sandy,2001.43,4.72,wheat,DAP,66.2,3.31,barley
37.23,7.28,13.61,38.88,54.13,7.32,254.42,Rabi,Bokaro,Loamy,1498.28,3.54,millet,Compost,42.44,4.98,groundnut
22.01,71.2,44.48,24.73,77.65,6.97,130.36,Rabi,Bokaro,Sandy,1999.06,4.56,wheat,Urea,41.52,8.57,rice
120.98,131.07,136.47,14.69,45.75,4.88,85.94,Kharif,Hazaribagh,Clayey,1703.0,2.55,maize,Urea,32.91,8.17,rice
46.54,110.16,5.21,22.47,71.66,6.37,224.47,Kharif,Hazaribagh,Sandy,3499.46,2.83,cotton,None,47.0,6.14,sugarcane
132.19,79.89,187.62,36.22,26.75,7.51,70.36,Rabi,Jamshedpur,Loamy,2096.26,6.35,chickpea,Urea,75.75,6.4,cotton
134.98,61.97,202.62,39.05,38.19,5.06,172.19,Rabi,Jamshedpur,Loamy,2099.87,1.9,chickpea,Organic,67.86,5.61,lentil
124.14,102.14,77.21,32.61,24.46,8.24,146.87,Kharif,Dhanbad,Sandy,3499.84,2.04,cotton,Urea,22.19,9.58,rice
26.39,45.24,167.07,17.22,34.16,7.2,220.77,Rabi,Jamshedpur,Loamy,1902.4,3.9,lentil,Organic,65.64,6.2,wheat
129.8,24.7,190.18,34.1,82.96,6.74,147.48,Rabi,Bokaro,Sandy,2000.03,2.46,wheat,DAP,34.24,6.07,cotton
66.87,79.75,121.3,37.32,51.4,10.67,184.65,Rabi,Hazaribagh,Loamy,1499.16,2.23,millet,Urea,22.09,1.95,millet
134.94,89.69,100.01,27.98,67.66,3.07,114.18,Rabi,Dhanbad,Loamy,1502.09,4.21,millet,None,59.03,7.11,millet
72.36,129.77,179.94,31.96,87.32,9.51,101.73,Zaid,Jamshedpur,Clayey,3000.24,0.99,sugarcane,DAP,74.69,11.32,wheat
0.25,100.23,195.3,33.79,28.68,3.21,85.84,Rabi,Jamshedpur,Loamy,1498.5,1.98,millet,Organic,52.75,6.73,chickpea
5.56,53.08,54.59,15.86,83.66,4.39,84.47,Kharif,Hazaribagh,Sandy,2202.31,8.11,groundnut,Compost,63.39,3.73,sugarcane
24.09,7.75,69.24,37.41,41.83,6.93,252.34,Kharif,Dhanbad,Sandy,2200.39,4.92,groundnut,Compost,75.16,2.97,barley
129.65,89.66,112.95,27.16,52.38,5.68,159.24,Kharif,Bokaro,Sandy,2200.01,2.51,groundnut,DAP,67.56,8.68,chickpea
129.19,71.88,45.95,32.9,44.18,8.32,183.56,Rabi,Dhanbad,Loamy,2100.36,4.84,chickpea,Organic,17.94,5.46,lentil
97.98,121.88,144.47,14.63,81.45,2.64,132.6,Rabi,Jamshedpur,Loamy,1897.86,5.13,lentil,None,46.89,7.48,wheat
102.34,65.0,54.75,15.8,72.86,5.05,165.5,Rabi,Hazaribagh,Loamy,1898.94,5.99,lentil,Urea,68.54,5.21,chickpea
37.9,12.4,23.58,27.24,74.12,5.26,193.49,Rabi,Bokaro,Loamy,1500.01,3.75,millet,Organic,59.78,8.62,rice
40.71,123.22,152.29,32.32,18.18,6.91,234.32,Zaid,Jamshedpur,Clayey,2999.61,5.95,sugarcane,None,50.74,6.29,maize
31.68,80.52,98.24,27.8,36.9,4.9,66.36,Zaid,Hazaribagh,Clayey,3002.54,0.0,sugarcane,Organic,39.08,4.42,millet
115.42,78.1,24.05,22.24,65.42,5.4,252.18,Rabi,Hazaribagh,Loamy,2100.43,1.89,chickpea,Compost,68.63,6.55,maize
24.41,89.3,75.86,27.34,64.85,5.5,269.21,Zaid,Dhanbad,Clayey,3001.71,4.33,sugarcane,DAP,74.86,12.17,wheat
96.94,112.56,189.64,25.03,31.14,5.14,266.4,Kharif,Bokaro,Loamy,1800.02,4.66,rice,DAP,71.61,7.46,millet
34.79,109.74,22.07,16.28,63.46,5.19,229.49,Kharif,Dhanbad,Clayey,1702.11,2.18,maize,DAP,30.67,6.19,millet
61.85,40.83,194.62,32.2,49.5,7.3,245.06,Rabi,Jamshedpur,Loamy,1500.8,4.52,millet,Organic,39.41,3.12,millet
58.85,53.51,15.85,29.37,29.18,5.17,53.07,Kharif,Jamshedpur,Loamy,1800.03,2.75,rice,Urea,51.52,3.06,chickpea
89.84,95.89,190.82,39.24,67.24,3.35,49.02,Kharif,Bokaro,Sandy,3499.97,3.45,cotton,DAP,31.71,10.43,sugarcane
40.45,54.2,37.64,33.56,77.76,7.19,162.24,Rabi,Bokaro,Sandy,1598.09,6.05,barley,Urea,53.11,5.16,barley
43.13,75.73,180.31,22.28,79.84,7.19,102.69,Zaid,Hazaribagh,Clayey,3001.01,5.82,sugarcane,DAP,56.83,5.88,groundnut
34.51,123.7,52.93,14.63,45.89,7.01,109.56,Rabi,Jamshedpur,Sandy,1599.92,2.01,barley,None,47.25,7.67,rice
69.77,89.31,163.96,35.32,63.15,6.1,257.44,Kharif,Hazaribagh,Sandy,2199.0,1.89,groundnut,DAP,23.95,8.87,groundnut
68.89,43.2,179.46,39.55,62.7,1.36,30.16,Kharif,Jamshedpur,Loamy,1802.21,3.18,rice,Compost,27.5,9.22,chickpea
32.2,58.03,117.45,25.9,69.14,7.21,127.46,Rabi,Ranchi,Loamy,1897.5,3.95,lentil,Compost,33.64,4.25,groundnut
88.93,14.44,167.63,20.35,77.45,3.18,151.65,Kharif,Jamshedpur,Sandy,3499.16,2.68,cotton,Urea,58.93,10.1,chickpea
23.69,68.54,42.77,19.26,72.02,4.96,127.43,Rabi,Bokaro,Sandy,2002.06,6.08,wheat,Urea,41.98,8.08,rice
93.04,54.45,185.21,13.78,67.21,6.32,295.3,Rabi,Dhanbad,Loamy,2100.63,4.69,chickpea,DAP,24.79,5.18,lentil
116.8,95.88,26.31,23.24,25.56,7.72,130.86,Rabi,Ranchi,Loamy,2099.9,4.81,chickpea,Organic,58.98,9.36,lentil
115.54,73.89,169.38,39.77,85.45,4.22,201.59,Rabi,Bokaro,Loamy,2100.5,1.47,chickpea,DAP,52.45,7.55,maize
103.78,102.39,159.77,15.78,45.51,6.12,45.21,Rabi,Jamshedpur,Loamy,1500.36,6.33,millet,Urea,58.39,5.1,barley
40.15,55.35,79.89,17.75,22.54,7.76,37.3,Kharif,Bokaro,Sandy,2196.97,0.0,groundnut,DAP,43.52,9.22,cotton
0.0,16.45,204.37,23.87,34.0,5.89,274.23,Kharif,Dhanbad,Loamy,1799.3,5.67,rice,DAP,51.82,8.87,wheat
7.42,144.32,138.68,19.06,50.66,5.65,122.57,Kharif,Ranchi,Clayey,1703.23,5.87,maize,DAP,46.27,8.46,rice
56.59,22.0,166.88,36.66,84.92,6.73,134.11,Rabi,Dhanbad,Loamy,2098.68,3.14,chickpea,Urea,53.16,8.05,maize
132.29,46.29,144.8,15.2,62.72,6.74,81.4,Kharif,Jamshedpur,Sandy,3499.36,6.55,cotton,Urea,79.43,9.49,cotton
96.77,117.45,190.73,25.23,37.22,8.96,266.4,Kharif,Bokaro,Loamy,1798.92,3.87,rice,DAP,68.5,6.51,millet
28.28,14.1,172.3,22.71,73.8,7.57,22.44,Kharif,Dhanbad,Sandy,3499.83,4.12,cotton,Compost,37.83,4.24,rice
53.18,130.36,104.92,33.11,35.31,4.34,226.15,Kharif,Dhanbad,Sandy,2198.83,4.68,groundnut,Organic,73.09,2.82,wheat
42.39,138.13,79.51,21.13,28.72,7.71,276.19,Rabi,Dhanbad,Loamy,2100.97,10.37,chickpea,Urea,73.3,3.09,lentil
120.72,52.48,67.56,20.18,43.9,6.57,291.55,Rabi,Bokaro,Loamy,2100.39,6.69,chickpea,Organic,23.56,8.72,sugarcane
10.78,93.24,141.3,21.93,66.55,9.15,210.11,Kharif,Jamshedpur,Clayey,1701.55,5.4,maize,Compost,63.17,4.02,lentil
105.39,40.2,155.54,23.67,32.03,11.46,213.05,Rabi,Dhanbad,Sandy,1597.9,2.17,barley,Organic,35.49,3.31,barley
46.22,69.96,80.64,22.16,88.0,5.49,277.59,Rabi,Bokaro,Sandy,1999.32,4.29,wheat,None,66.23,10.44,cotton
34.17,45.99,61.19,25.25,30.19,6.02,137.64,Rabi,Bokaro,Sandy,1999.55,2.37,wheat,DAP,70.53,8.88,millet
75.04,45.01,148.12,20.46,77.51,2.55,270.68,Rabi,Bokaro,Sandy,2000.91,5.64,wheat,None,44.12,3.91,barley
68.49,141.0,48.22,25.03,70.23,6.57,95.69,Rabi,Hazaribagh,Loamy,1898.41,4.28,lentil,Organic,73.96,11.02,rice
0.0,15.3,80.41,27.69,54.1,6.7,103.27,Rabi,Bokaro,Sandy,1601.83,1.75,barley,Compost,24.26,5.4,sugarcane
0.88,30.59,68.78,19.31,74.32,5.48,213.01,Rabi,Dhanbad,Sandy,2002.37,4.16,wheat,None,70.68,8.44,wheat
14.14,116.54,191.95,23.67,29.38,3.09,140.28,Rabi,Hazaribagh,Loamy,1898.02,2.3,lentil,None,78.41,7.95,rice
85.11,129.58,145.8,13.89,22.69,8.48,276.4,Rabi,Dhanbad,Sandy,1599.02,4.3,barley,Urea,33.69,6.29,cotton
121.18,71.69,52.74,32.86,41.33,9.43,203.08,Rabi,Dhanbad,Loamy,1898.94,2.28,lentil,DAP,82.09,6.05,rice
80.25,84.33,64.44,24.53,31.55,7.19,81.99,Rabi,Bokaro,Loamy,2105.26,4.05,chickpea,Organic,40.79,6.48,barley
127.04,46.9,42.93,30.35,21.79,5.35,101.91,Kharif,Jamshedpur,Sandy,2199.14,5.5,groundnut,DAP,58.61,3.41,lentil
95.66,39.32,31.59,15.66,53.89,11.32,211.22,Rabi,Dhanbad,Sandy,1603.36,3.89,barley,Urea,23.95,5.1,cotton
66.39,37.38,146.93,33.35,61.23,6.16,83.95,Rabi,Hazaribagh,Sandy,1997.47,3.22,wheat,None,22.81,2.73,cotton
95.79,106.7,151.32,13.27,30.68,1.98,123.79,Rabi,Jamshedpur,Loamy,1498.02,4.41,millet,Organic,67.13,13.17,chickpea
68.31,102.69,179.18,29.78,20.41,5.71,245.11,Kharif,Hazaribagh,Loamy,1798.63,5.39,rice,Organic,20.31,6.27,groundnut
64.05,82.33,130.5,26.5,56.25,2.53,98.86,Kharif,Dhanbad,Loamy,1798.31,1.79,rice,DAP,59.48,5.68,barley
92.35,38.84,114.07,34.82,66.06,9.53,116.84,Zaid,Bokaro,Clayey,2999.46,4.52,sugarcane,Compost,55.59,7.42,lentil
101.33,30.69,34.96,25.86,38.55,5.83,50.47,Rabi,Bokaro,Loamy,2098.58,6.64,chickpea,Organic,75.56,7.32,cotton
120.18,38.7,57.59,16.88,38.32,7.51,89.86,Rabi,Dhanbad,Sandy,1598.36,5.15,barley,DAP,41.75,4.62,cotton
60.26,118.84,104.5,14.23,86.52,11.01,273.3,Rabi,Bokaro,Loamy,1902.32,4.12,lentil,DAP,79.71,9.64,millet
